"partid","item","sentence","construct","classification","IO","counter","group","Value","zscores"
"653bcdc635d456f406e3451b","155","Linda shoved a man who was from work a letter.","DOsentence","alternating","longIndefinite",5,"F",8,-1.47517002389152
"653bcdc635d456f406e3451b","183","Linda loaned some equipment to a man from work.","PDsentence","alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","151","Alice signaled a formation to a woman from work.","PDsentence","alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","63","Alice murmured a comment to a woman from work.","PDsentence","non-alternating","longIndefinite",5,"F",98,0.945345967908602
"653bcdc635d456f406e3451b","191","Maria carted some books to a team.","PDsentence","alternating","shortIndefinite",5,"F",98,0.945345967908602
"653bcdc635d456f406e3451b","175","John faxed a form to a woman.","PDsentence","alternating","shortIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","127","Michael kicked a football to a woman.","PDsentence","alternating","shortIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","55","Alice groaned a reply to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","107","Maria brought a woman who was wearing a hat a blanket.","DOsentence","alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","75","Juan grumbled a man a name.","DOsentence","non-alternating","shortIndefinite",5,"F",69,0.165401926106341
"653bcdc635d456f406e3451b","15","Alice admitted a slip-up to a man who was wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","35","Linda communicated a woman from work a point.","DOsentence","non-alternating","longIndefinite",5,"F",76,0.353664281024129
"653bcdc635d456f406e3451b","67","Alice dispatched a team from work some meals.","DOsentence","non-alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","83","Bob squealed a woman from work an answer.","DOsentence","non-alternating","longIndefinite",5,"F",89,0.70329436872859
"653bcdc635d456f406e3451b","131","John slipped a woman a pill.","DOsentence","alternating","shortIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","123","Linda flew a team from work some weapons.","DOsentence","alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","19","Juan expressed a man who was wearing a hat a thought.","DOsentence","non-alternating","longIndefinite",5,"F",54,-0.238017405860345
"653bcdc635d456f406e3451b","43","Bob donated a team a painting.","DOsentence","non-alternating","shortIndefinite",5,"F",70,0.192296548237454
"653bcdc635d456f406e3451b","195","Linda bequeathed a man a portrait.","DOsentence","alternating","shortIndefinite",5,"F",88,0.676399746597478
"653bcdc635d456f406e3451b","179","Mary heaved a man a ball.","DOsentence","alternating","shortIndefinite",5,"F",77,0.380558903155241
"653bcdc635d456f406e3451b","7","Alice described a headline to a woman.","PDsentence","non-alternating","shortIndefinite",5,"F",88,0.676399746597478
"653bcdc635d456f406e3451b","51","Maria surrendered a woman wearing a hat some guns.","DOsentence","non-alternating","longIndefinite",5,"F",76,0.353664281024129
"653bcdc635d456f406e3451b","115","Bob hit a woman a curveball.","DOsentence","alternating","shortIndefinite",5,"F",27,-0.964172203400381
"653bcdc635d456f406e3451b","111","Alice offered a payment to a woman.","PDsentence","alternating","shortIndefinite",5,"F",79,0.434348147417466
"653bcdc635d456f406e3451b","99","John warbled a man from work a greeting.","DOsentence","non-alternating","longIndefinite",5,"F",22,-1.09864531405594
"653bcdc635d456f406e3451b","79","Alice grunted a name to a man who was from work.","PDsentence","non-alternating","longIndefinite",5,"F",75,0.326769658893016
"653bcdc635d456f406e3451b","135","Linda owed a job to a woman wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",75,0.326769658893016
"653bcdc635d456f406e3451b","31","Maria shouted a name to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","187","Mary lugged a woman from work some groceries.","DOsentence","alternating","longIndefinite",5,"F",51,-0.318701272253682
"653bcdc635d456f406e3451b","3","Michael reported a man who was from work some numbers.","DOsentence","non-alternating","longIndefinite",5,"F",51,-0.318701272253682
"653bcdc635d456f406e3451b","39","Michael snapped a comment to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",85,0.59571588020414
"653bcdc635d456f406e3451b","95","Bob stammered a thought to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",81,0.488137391679691
"653bcdc635d456f406e3451b","103","Michael gave a message to a man wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","143","Michael floated a bottle to a woman.","PDsentence","alternating","shortIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","139","Mary assigned a woman who was from work a desk.","DOsentence","alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","27","Mary proposed a man an idea.","DOsentence","non-alternating","shortIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","199","Michael catapulted a container to a man who was wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","47","Juan conveyed a thought to a man from work.","PDsentence","non-alternating","longIndefinite",5,"F",77,0.380558903155241
"653bcdc635d456f406e3451b","167","Alice chucked a bag to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",69,0.165401926106341
"653bcdc635d456f406e3451b","91","John cackled a man some noises.","DOsentence","non-alternating","shortIndefinite",5,"F",36,-0.722120604220369
"653bcdc635d456f406e3451b","171","Alice wheeled a man wearing a hat some fruit.","DOsentence","alternating","longIndefinite",5,"F",82,0.515032013810803
"653bcdc635d456f406e3451b","87","Maria screeched a thought to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",83,0.541926635941916
"653bcdc635d456f406e3451b","11","Alice presented a man a painting.","DOsentence","non-alternating","shortIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","23","Maria recommended a band to a woman.","PDsentence","non-alternating","shortIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","159","John willed a painting to a man.","PDsentence","alternating","shortIndefinite",5,"F",26,-0.991066825531493
"653bcdc635d456f406e3451b","59","Michael recounted a man some information.","DOsentence","non-alternating","shortIndefinite",5,"F",86,0.622610502335253
"653bcdc635d456f406e3451b","147","Michael shipped a man a box.","DOsentence","alternating","shortIndefinite",5,"F",99,0.972240590039715
"653bcdc635d456f406e3451b","163","Maria phoned a woman a request.","DOsentence","alternating","shortIndefinite",5,"F",51,-0.318701272253682
"617531b45568af8db14c3a1f","147","Michael shipped a man a box.","DOsentence","alternating","shortIndefinite",5,"F",78,0.646296738688394
"617531b45568af8db14c3a1f","143","Michael floated a bottle to a woman.","PDsentence","alternating","shortIndefinite",5,"F",68,0.346946697609934
"617531b45568af8db14c3a1f","111","Alice offered a payment to a woman.","PDsentence","alternating","shortIndefinite",5,"F",92,1.06538679619824
"617531b45568af8db14c3a1f","119","Juan threw a soda to a woman wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",74,0.52655672225701
"617531b45568af8db14c3a1f","159","John willed a painting to a man.","PDsentence","alternating","shortIndefinite",5,"F",92,1.06538679619824
"617531b45568af8db14c3a1f","11","Alice presented a man a painting.","DOsentence","non-alternating","shortIndefinite",5,"F",47,-0.28168838865483
"617531b45568af8db14c3a1f","127","Michael kicked a football to a woman.","PDsentence","alternating","shortIndefinite",5,"F",89,0.975581783874699
"617531b45568af8db14c3a1f","99","John warbled a man from work a greeting.","DOsentence","non-alternating","longIndefinite",5,"F",53,-0.102078364007754
"617531b45568af8db14c3a1f","43","Bob donated a team a painting.","DOsentence","non-alternating","shortIndefinite",5,"F",67,0.317011693502088
"617531b45568af8db14c3a1f","135","Linda owed a job to a woman wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",51,-0.161948372223446
"617531b45568af8db14c3a1f","191","Maria carted some books to a team.","PDsentence","alternating","shortIndefinite",5,"F",74,0.52655672225701
"617531b45568af8db14c3a1f","199","Michael catapulted a container to a man who was wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",72,0.466686714041318
"617531b45568af8db14c3a1f","63","Alice murmured a comment to a woman from work.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.27493182495316
"617531b45568af8db14c3a1f","171","Alice wheeled a man wearing a hat some fruit.","DOsentence","alternating","longIndefinite",5,"F",52,-0.1320133681156
"617531b45568af8db14c3a1f","183","Linda loaned some equipment to a man from work.","PDsentence","alternating","longIndefinite",5,"F",99,1.27493182495316
"617531b45568af8db14c3a1f","39","Michael snapped a comment to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",84,0.825906763335469
"617531b45568af8db14c3a1f","19","Juan expressed a man who was wearing a hat a thought.","DOsentence","non-alternating","longIndefinite",5,"F",40,-0.491233417409752
"617531b45568af8db14c3a1f","23","Maria recommended a band to a woman.","PDsentence","non-alternating","shortIndefinite",5,"F",99,1.27493182495316
"617531b45568af8db14c3a1f","15","Alice admitted a slip-up to a man who was wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",92,1.06538679619824
"617531b45568af8db14c3a1f","71","John furnished some forms to a team.","PDsentence","non-alternating","shortIndefinite",5,"F",99,1.27493182495316
"617531b45568af8db14c3a1f","79","Alice grunted a name to a man who was from work.","PDsentence","non-alternating","longIndefinite",5,"F",86,0.885776771551161
"617531b45568af8db14c3a1f","35","Linda communicated a woman from work a point.","DOsentence","non-alternating","longIndefinite",5,"F",42,-0.43136340919406
"617531b45568af8db14c3a1f","179","Mary heaved a man a ball.","DOsentence","alternating","shortIndefinite",5,"F",77,0.616361734580548
"617531b45568af8db14c3a1f","87","Maria screeched a thought to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",72,0.466686714041318
"617531b45568af8db14c3a1f","167","Alice chucked a bag to a woman who was wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",95,1.15519180852177
"617531b45568af8db14c3a1f","155","Linda shoved a man who was from work a letter.","DOsentence","alternating","longIndefinite",5,"F",22,-1.03006349135098
"617531b45568af8db14c3a1f","91","John cackled a man some noises.","DOsentence","non-alternating","shortIndefinite",5,"F",25,-0.94025847902744
"617531b45568af8db14c3a1f","55","Alice groaned a reply to a man.","PDsentence","non-alternating","shortIndefinite",5,"F",99,1.27493182495316
"617531b45568af8db14c3a1f","163","Maria phoned a woman a request.","DOsentence","alternating","shortIndefinite",5,"F",75,0.556491726364856
"617531b45568af8db14c3a1f","115","Bob hit a woman a curveball.","DOsentence","alternating","shortIndefinite",5,"F",74,0.52655672225701
"617531b45568af8db14c3a1f","47","Juan conveyed a thought to a man from work.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.27493182495316
"617531b45568af8db14c3a1f","59","Michael recounted a man some information.","DOsentence","non-alternating","shortIndefinite",5,"F",21,-1.05999849545882
"617531b45568af8db14c3a1f","3","Michael reported a man who was from work some numbers.","DOsentence","non-alternating","longIndefinite",5,"F",9,-1.41921854475298
"617531b45568af8db14c3a1f","7","Alice described a headline to a woman.","PDsentence","non-alternating","shortIndefinite",5,"F",98,1.24499682084531
"617531b45568af8db14c3a1f","123","Linda flew a team from work some weapons.","DOsentence","alternating","longIndefinite",5,"F",53,-0.102078364007754
"617531b45568af8db14c3a1f","83","Bob squealed a woman from work an answer.","DOsentence","non-alternating","longIndefinite",5,"F",54,-0.0721433598999086
"617531b45568af8db14c3a1f","75","Juan grumbled a man a name.","DOsentence","non-alternating","shortIndefinite",5,"F",52,-0.1320133681156
"617531b45568af8db14c3a1f","107","Maria brought a woman who was wearing a hat a blanket.","DOsentence","alternating","longIndefinite",5,"F",55,-0.0422083557920627
"617531b45568af8db14c3a1f","31","Maria shouted a name to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.27493182495316
"617531b45568af8db14c3a1f","103","Michael gave a message to a man wearing a hat.","PDsentence","alternating","longIndefinite",5,"F",52,-0.1320133681156
"617531b45568af8db14c3a1f","195","Linda bequeathed a man a portrait.","DOsentence","alternating","shortIndefinite",5,"F",99,1.27493182495316
"617531b45568af8db14c3a1f","139","Mary assigned a woman who was from work a desk.","DOsentence","alternating","longIndefinite",5,"F",67,0.317011693502088
"617531b45568af8db14c3a1f","67","Alice dispatched a team from work some meals.","DOsentence","non-alternating","longIndefinite",5,"F",59,0.077531660639321
"617531b45568af8db14c3a1f","95","Bob stammered a thought to a woman wearing a hat.","PDsentence","non-alternating","longIndefinite",5,"F",99,1.27493182495316
"617531b45568af8db14c3a1f","187","Mary lugged a woman from work some groceries.","DOsentence","alternating","longIndefinite",5,"F",10,-1.38928354064513
"617531b45568af8db14c3a1f","51","Maria surrendered a woman wearing a hat some guns.","DOsentence","non-alternating","longIndefinite",5,"F",6,-1.50902355707651
"617531b45568af8db14c3a1f","175","John faxed a form to a woman.","PDsentence","alternating","shortIndefinite",5,"F",94,1.12525680441393
"617531b45568af8db14c3a1f","131","John slipped a woman a pill.","DOsentence","alternating","shortIndefinite",5,"F",82,0.766036755119777
"617531b45568af8db14c3a1f","27","Mary proposed a man an idea.","DOsentence","non-alternating","shortIndefinite",5,"F",73,0.496621718149164
"617531b45568af8db14c3a1f","151","Alice signaled a formation to a woman from work.","PDsentence","alternating","longIndefinite",5,"F",73,0.496621718149164
